Theta_calculated,yaw_world,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw,twist.twist.linear.x,Time,odom_world_velocity_x,odom_world_velocity_y,odom_angular_velocity,odom_yaw_world
2.356165496235991,2.355978400720552,-3.419008865987612e-05,2.417534257145476e-05,-2.417674448975704e-05,-0.0004470800890762,-0.0007694722303334,-0.0073942495494502,7.701169724002796e-07,-7.894502625678534e-07,-7.800075457975453e-06,8.050433946306441e-07,-8.050811047344473e-07,-1.488776696623969e-05,-2.952448913010113e-05,0.516,2.0872527666554388e-05,-2.088140433980391e-05,-0.0002225452428278,2.35598189528956
2.3561506084690245,2.355970142359495,-6.6722576985867805e-06,4.7177916260404025e-06,-4.718205693864313e-06,-0.0001288036791938,0.0008263612901288,0.0095578501466199,9.86421893999466e-07,-1.012259657882323e-06,-8.258361056334707e-06,1.5710416940644016e-07,-1.5711454148079828e-07,-4.289162517154252e-06,-3.837056066661818e-05,0.55,2.7126103004879465e-05,-2.713806296770821e-05,-0.0002344650320142,2.3559740876039936
2.356146319306508,2.35595433313772,0.0001832161399587,-0.0001295471341365,0.0001295596155381,0.0004617349301135,0.0057023542840036,0.017733892171393,-1.0005898262839976e-05,-4.012154127537408e-06,-1.5809221774798488e-05,-4.314008894561263e-06,4.314245876313337e-06,1.5375773172781828e-05,0.0002234878327228,0.5840000000000001,-0.0001579929851833,0.0001580665303218,-0.0003691099635215,2.3559617962422084
2.35616169507968,2.3559523073062274,3.775119240244595e-05,-2.669324869448389e-05,2.6694999568101266e-05,-0.0004245794079461,-0.004368316743432,-0.0266160461879784,-3.928267430794788e-07,1.5552813400956409e-07,-2.025831492780128e-06,-8.888904689206305e-07,8.889381985306768e-07,-1.4138494284605629e-05,8.021378912097824e-07,0.618,-5.670588754511503e-07,5.673353754936787e-07,-0.0003317868637288,2.355950747739646
2.3561475565853955,2.3559603583586592,-7.840459100585564e-06,5.54378158965518e-06,-5.544301993412272e-06,2.002574005765755e-05,-0.0013691186637547,0.0133515059460592,-3.168212064498348e-07,-4.309890689543922e-07,8.051052431845562e-06,1.846103917301358e-07,-1.846227916606375e-07,6.668571439199965e-07,-2.285448022158091e-06,0.652,1.6156697097926788e-06,-1.6164417870262984e-06,0.0001461085672736,2.3559556131549364
2.35614822344254,2.3559705300557625,-7.464793750382887e-06,5.278162060702498e-06,-5.27865049010788e-06,0.0001534793380869,1.1281241747828128e-05,0.0040076155564365,-4.0179072729497334e-07,-5.437654115947668e-07,1.0171697103267263e-05,1.7576553394044362e-07,-1.757763241991841e-07,5.110861958296874e-06,-2.811015294146252e-06,0.686,1.987231826417771e-06,-1.988144021945199e-06,0.0002827503351774,2.355965028741098
2.356153334304498,2.355981217441713,-5.648331423216217e-06,3.9938090728393415e-06,-3.994137823886138e-06,0.0001929338896251,5.454841823323334e-05,0.001184821367511,-4.224436032690578e-07,-5.711915296979092e-07,1.0687385950447494e-05,1.329960007139367e-07,-1.330026310810021e-07,6.424698524516255e-06,-2.9379423421911405e-06,0.7200000000000001,2.076983374842636e-06,-2.0778944310688306e-06,0.0003059328235522,2.355975216304122
2.356159759003022,2.355992032075662,-4.170353700828818e-06,2.948782961727451e-06,-2.948987798320383e-06,0.0002128588386164,4.438371538700899e-05,0.0005983468165564,-4.275333526722498e-07,-5.779658169701042e-07,1.0814633949252084e-05,9.81960989532936e-08,-9.819966743779688e-08,7.088199325927496e-06,-2.969372622056576e-06,0.754,2.099225005237554e-06,-2.100101937050804e-06,0.0003137278534123,2.3559856634416407
2.3561668472023483,2.356002878311537,-2.945794069315317e-06,2.082933381497804e-06,-2.083048541694462e-06,0.0002309551139995,3.677356250791291e-05,0.0005434316931864,-4.287891383811769e-07,-5.796569447747406e-07,1.084623587477296e-05,6.936285127757067e-08,-6.93643468085669e-08,7.690805296184999e-06,-2.978030311606808e-06,0.788,2.105368454186524e-06,-2.106202319095958e-06,0.0003253138551599,2.3559964963930176
2.3561745380076444,2.356013732626669,-1.6964687795991133e-06,1.1995606435539631e-06,-1.1996085122200936e-06,0.000230701056557,3.751727596745358e-05,-7.629352627958617e-06,-4.291019829283194e-07,-5.800979164904789e-07,1.0854315132036165e-05,3.9946042867276286e-08,-3.994629003682991e-08,7.682345183349381e-06,-2.980612170259712e-06,0.8220000000000001,2.1072159433006385e-06,-2.108006137989145e-06,0.0003162651388425,2.356007028022141
