Theta_calculated,yaw_world,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw,twist.twist.linear.x,Time,odom_world_velocity_x,odom_world_velocity_y,odom_angular_velocity,odom_yaw_world
-3.6344546993493793e-06,-2.633125506284159e-05,5.388125612060363e-05,5.388125612024777e-05,-1.9582898451394424e-10,-0.0003672238966111,-0.0026340497233996,-0.0081475338620715,3.871326811092854e-07,-6.535800125741315e-09,9.691205374759665e-08,1.7942458287299206e-06,-1.6405504978264567e-11,-1.222855575715125e-05,4.640555512916874e-07,0.644,4.640555511045705e-07,-1.3178211803985369e-11,8.102091485518711e-05,-2.8397918673907423e-05
-1.586301045650063e-05,-1.785255643639358e-05,-2.8975899513198397e-06,-2.897589950955272e-06,4.596449969451004e-11,8.289495321931309e-05,-0.0017050704526103,0.0135170825774913,-8.741932205555415e-08,5.481654248346672e-07,8.478698626448012e-06,-9.64897453696288e-08,1.3390361043784953e-12,2.760401942203126e-06,-2.559173401886397e-06,0.678,-2.559173401208019e-06,5.89251563127216e-11,0.0002659189224218,-2.302507375017798e-05
-1.3102608514297503e-05,-7.461950728018519e-06,-2.1427627644549533e-06,-2.14276276427102e-06,2.80757816408638e-11,0.0002249014800077,2.266748308903561e-05,0.0042644602639159,-1.0626321752041369e-07,6.753359609444715e-07,1.039060570837506e-05,-7.135400005345002e-08,6.245370631390102e-13,7.489219284256871e-06,-3.1245878077985505e-06,0.7120000000000001,-3.124587807519062e-06,4.179204394398063e-11,0.0003244110469501,-1.3375218273885404e-05
-5.613389230040632e-06,3.410141966107024e-06,-9.723565913738784e-07,-9.72356591358559e-07,5.458216017748483e-12,0.0002540237131214,3.51473325249572e-05,0.0008745415349471,-1.1108173676548265e-07,7.074273833928887e-07,1.0872092694125543e-05,-3.23794744926438e-08,2.5209409604660262e-14,8.45898964694438e-06,-3.26624941810286e-06,0.746,-3.266249418088033e-06,9.841653829871894e-12,0.0003386478299282,-3.0131360377258413e-06
2.845600416903748e-06,1.440964737438713e-05,-2.5802616186934495e-07,-2.5802616186830024e-07,-7.34239353786491e-13,0.0002634039308721,2.145136424938539e-05,0.000281688220741,-1.123618019070374e-07,7.159161397250928e-07,1.0999505408280103e-05,-8.592271189957806e-09,-6.733430385205866e-14,8.77135089804187e-06,-3.305411898762707e-06,0.78,-3.3054118986670333e-06,-2.5149192270054915e-11,0.0003425868351889,7.608489664998027e-06
1.1616951314945617e-05,2.544323749150132e-05,3.729789377837808e-07,3.729789377586134e-07,4.3328781616368546e-12,0.0002729730345709,1.894910209168545e-05,0.0002873604714359,-1.1271116365924041e-07,7.181830518222358e-07,1.1033590117114189e-05,1.2420198626411222e-08,2.0825313647046406e-13,9.0900020512125e-06,-3.31651348922468e-06,0.8140000000000001,-3.316513488649361e-06,-6.177466158854226e-11,0.0003436994246423,1.8626386352059043e-05
2.070695336615812e-05,3.648620692966959e-05,9.827382473828768e-07,9.827382471721883e-07,2.0349515058242948e-11,0.0002631806733348,1.8311090378351228e-05,-0.0002940649019847,-1.1281410212168193e-07,7.188029296296569e-07,1.1042969438168273e-05,3.272518362694257e-08,8.408488506141298e-13,8.763916422050625e-06,-3.3195714096968467e-06,0.8480000000000001,-3.3195714082680245e-06,-9.739689009032403e-11,0.0003440019744092,2.9340200310133583e-05
2.947086978820874e-05,4.753201512540712e-05,1.649281960630609e-06,1.649281959914382e-06,4.860577389875034e-11,0.0002592936535725,2.0016327725157124e-05,-0.0001167273201901,-1.12851798938704e-07,7.189867526501016e-07,1.1045808195737534e-05,5.492108925634539e-08,1.888926055479552e-12,8.634478663965002e-06,-3.320572821239388e-06,0.882,-3.3205728185749985e-06,-1.330210485067507e-10,0.0003440974003097,4.005966913042414e-05
3.810534845217375e-05,5.857893030422308e-05,2.4986590758423546e-06,2.498659074028306e-06,9.521227472511769e-11,0.000260914958988,2.5506820276628996e-05,4.868785031484675e-05,-1.1287222123970879e-07,7.190551053829924e-07,1.104691517881596e-05,8.320534714816874e-08,3.582398706553637e-12,8.688468134300632e-06,-3.321017821602152e-06,0.916,-3.3210178172652083e-06,-1.6972370466781724e-10,0.000344136635421,5.110593012711355e-05
4.679381658647438e-05,6.962649372869987e-05,3.342964389094572e-06,3.342964385434592e-06,1.5643006242131862e-10,0.0002448051704956,2.5354513911477987e-05,-0.0004837774322024,-1.1288806834805319e-07,7.19092857733214e-07,1.1047563424476783e-05,1.1132071400905821e-07,5.7302528220199346e-12,8.152012177505617e-06,-3.321294789833772e-06,0.95,-3.3212947834855804e-06,-2.0534952843687343e-10,0.0003441591268074,6.182815484980884e-05
5.494582876397999e-05,8.067458369174693e-05,4.429967609337869e-06,4.429967602650736e-06,2.434082415701797e-10,0.0002337471793293,3.2642739346645576e-05,-0.0003320718067966,-1.129027025637708e-07,7.191224797190898e-07,1.1048089963047067e-05,1.4751792112995298e-07,8.768914709580665e-12,7.78378107166688e-06,-3.3215303877098234e-06,0.984,-3.3215303789681554e-06,-2.4098014824708757e-10,0.0003441774664107,7.255093897384077e-05
6.272960983564687e-05,9.172316773118944e-05,5.933119372162143e-06,5.933119360488719e-06,3.721822630799595e-10,0.0002259786757844,4.513969257730551e-05,-0.000233288394741,-1.1291701428311177e-07,7.191499224005348e-07,1.1048584039442508e-05,1.975728746477897e-07,1.3256644564175652e-11,7.525089903622498e-06,-3.321761244730424e-06,1.018,-3.3217612331228287e-06,-2.7769645396539057e-10,0.0003441951795604,8.35991613573626e-05
